filename	NH	NC	NN	NO	NF	mu	alpha	HOMO	HOMO_ev	HOMO_kcm	HOMO_kjm	LUMO	LUMO_ev	LUMO_kcm	LUMO_kjm	gap	gap_ev	gap_kcm	gap_kjm	zpve	zpve_ev	zpve_kcm	zpve_kjm	zpve_cmi	U0	U0_ev	U0_kcm	U0_kjm	U	U_ev	U_kcm	U_kjm	H	H_ev	H_kcm	H_kjm	G	G_ev	G_kcm	G_kjm	Cv
bigqm7wdef2tzvp_005969.xyz	10	06	00	01	00	2.67208000	73.71340000	-0.33700000	-9.17023636	-211.47069106	-884.79337138	0.01251000	0.34041441	7.85014346	32.84500023	0.34951000	9.51065078	219.32083451	917.63837160	0.14731700	4.00869944	92.44281245	386.78072727	32332.34428485	-2.58596800	-70.36776792	-1622.71940656	-6789.45799703	-2.60167000	-70.79504107	-1632.57256024	-6830.68359203	-2.61677400	-71.20604181	-1642.05046326	-6870.33913827	-2.41011100	-65.58245559	-1512.36747386	-6327.74551065	29.49400000
bigqm7wdef2tzvp_005970.xyz	08	05	00	02	00	3.40614000	65.60270000	-0.35838000	-9.75201575	-224.88684350	-940.92655322	-0.00331000	-0.09006968	-2.07705634	-8.69040374	0.35507000	9.66194607	222.80978716	932.23614948	0.12406400	3.37595313	77.85133476	325.72998465	27228.90067918	-2.29508900	-62.45254779	-1440.19007972	-6025.75529355	-2.30844900	-62.81609188	-1448.57360623	-6060.83196845	-2.32166500	-63.17571753	-1456.86677137	-6095.53057140	-2.13951700	-58.21921838	-1342.56717661	-5617.30106692	27.76800000
bigqm7wdef2tzvp_005971.xyz	07	05	00	01	01	1.91511000	62.23840000	-0.35041000	-9.53514102	-219.88559304	-920.00132126	0.00036000	0.00979610	0.22590341	0.94517986	0.35077000	9.54493712	220.11149644	920.94650112	0.11155000	3.03542987	69.99868127	292.87448243	24482.39514092	-2.15606300	-58.66945794	-1352.94994828	-5660.74258361	-2.16816800	-58.99885174	-1360.54595040	-5692.52425649	-2.18044000	-59.33278984	-1368.24674661	-5724.74438780	-2.01156200	-54.73738576	-1262.27420250	-5281.35526326	26.37300000
bigqm7wdef2tzvp_005972.xyz	08	05	00	02	00	0.16578500	62.84350000	-0.32940000	-8.96342985	-206.70161909	-864.83957428	-0.01496000	-0.40708230	-9.38754166	-39.27747429	0.31444000	8.55634754	197.31407744	825.56209999	0.12269200	3.33861911	76.99039177	322.12779917	26927.78148480	-2.31797000	-63.07517147	-1454.54812388	-6085.82935031	-2.33079600	-63.42418468	-1462.59656033	-6119.50400842	-2.34401200	-63.78381033	-1470.88972547	-6154.20261137	-2.16375300	-58.87871348	-1357.77549610	-5680.93267567	28.12300000
bigqm7wdef2tzvp_005973.xyz	06	04	00	03	00	2.15862000	54.97390000	-0.34876000	-9.49024224	-218.85020241	-915.66924689	-0.03128000	-0.85117209	-19.62849619	-82.12562806	0.31748000	8.63907015	199.22170622	833.54361883	0.09920300	2.69945091	62.25082185	260.45743864	21772.54186611	-2.02459300	-55.09197730	-1270.45127839	-5315.56814878	-2.03499000	-55.37489406	-1276.97549434	-5342.86546832	-2.04631700	-55.68311741	-1284.08329409	-5372.60450249	-1.89063200	-51.44671311	-1186.38948241	-4963.85359441	26.61800000
bigqm7wdef2tzvp_005974.xyz	05	04	00	02	01	1.93783000	51.18780000	-0.34351000	-9.34738247	-215.55577770	-901.88537389	-0.02971000	-0.80845021	-18.64330632	-78.00359366	0.31380000	8.53893226	196.91247138	823.88178023	0.08696100	2.36632915	54.56885093	228.31607231	19085.73342761	-1.88729200	-51.35582709	-1184.29360079	-4955.08442569	-1.89664300	-51.61028074	-1190.16144183	-4979.63547262	-1.90702700	-51.89284375	-1196.67750016	-5006.89866066	-1.76384500	-47.99666338	-1106.82943936	-4630.97437430	24.97700000
bigqm7wdef2tzvp_005975.xyz	08	04	02	01	00	1.10675000	64.22150000	-0.32939000	-8.96315773	-206.69534400	-864.81331928	0.00726000	0.19755465	4.55571875	19.06112723	0.33665000	9.16071238	211.25106274	883.87444651	0.12510300	3.40422576	78.50331710	328.45787875	27456.93482129	-2.23133100	-60.71760438	-1400.18133099	-5858.35868888	-2.24439400	-61.07306669	-1408.37848719	-5892.65559039	-2.25761000	-61.43269234	-1416.67165233	-5927.35419335	-2.07571400	-56.48305046	-1302.53018996	-5449.78631477	28.62300000
bigqm7wdef2tzvp_005976.xyz	06	03	02	02	00	4.23311000	56.45880000	-0.34602000	-9.41568305	-217.13082647	-908.47537794	-0.00100000	-0.02721138	-0.62750947	-2.62549962	0.34502000	9.38847166	216.50331700	905.84987832	0.10124500	2.75501656	63.53219619	265.81870886	22220.70906358	-1.94068600	-52.80875172	-1217.79884137	-5095.27035231	-1.95116700	-53.09395423	-1224.37576812	-5122.78821381	-1.96249500	-53.40220479	-1231.48419538	-5152.52987349	-1.80571700	-49.13605845	-1133.10451585	-4740.90929432	27.23300000
bigqm7wdef2tzvp_005977.xyz	05	03	02	01	01	4.10139000	52.74540000	-0.34822000	-9.47554809	-218.51134730	-914.25147710	0.00177000	0.04816415	1.11069176	4.64713432	0.34999000	9.52371224	219.62203906	918.89861142	0.08897900	2.42124173	55.83516504	233.61433054	19528.63323392	-1.80416400	-49.09379917	-1132.12999365	-4736.83189341	-1.81350800	-49.34806234	-1137.99344212	-4761.36456185	-1.82389200	-49.63062535	-1144.50950045	-4788.62774988	-1.68080300	-45.73697564	-1054.71979804	-4412.94763500	25.55700000
bigqm7wdef2tzvp_005978.xyz	07	04	01	02	00	1.14406000	58.92420000	-0.33325000	-9.06819367	-209.11753055	-874.94774781	0.00294000	0.08000147	1.84487784	7.71896888	0.33619000	9.14819514	210.96240839	882.66671669	0.11297500	3.07420609	70.89288226	296.61581938	24795.14649077	-2.15810400	-58.72499637	-1354.23069511	-5666.10122833	-2.17004900	-59.05003635	-1361.72629571	-5697.46282127	-2.18232100	-59.38397446	-1369.42709192	-5729.68295259	-2.01293500	-54.77474699	-1263.13577300	-5284.96007423	27.29900000
bigqm7wdef2tzvp_005979.xyz	05	03	01	03	00	3.18401000	51.11990000	-0.35238000	-9.58874745	-221.12178669	-925.17355551	-0.01386000	-0.37714978	-8.69728124	-36.38942471	0.33852000	9.21159767	212.42450545	888.78413080	0.08963000	2.43895634	56.24367371	235.32353079	19671.51121901	-1.86426300	-50.72917613	-1169.84268522	-4894.62179498	-1.87379700	-50.98860946	-1175.82536050	-4919.65330834	-1.88418100	-51.27117247	-1182.34141883	-4946.91649637	-1.73933400	-47.32968515	-1091.44855477	-4566.62075316	25.77100000
bigqm7wdef2tzvp_005980.xyz	04	03	01	02	01	2.54947000	47.35460000	-0.34742000	-9.45377898	-218.00933972	-912.15107740	-0.01192000	-0.32435970	-7.47991287	-31.29595545	0.33550000	9.12941929	210.52942685	880.85512195	0.07716600	2.09979365	48.42239569	202.59930355	16935.97941232	-1.72765500	-47.01188340	-1084.11987168	-4535.95754311	-1.73609800	-47.24162911	-1089.41793413	-4558.12463639	-1.74553700	-47.49847737	-1095.34099601	-4582.90672729	-1.61338500	-43.90243856	-1012.41436466	-4235.94170173	24.18900000
bigqm7wdef2tzvp_005981.xyz	06	04	00	03	00	1.15225000	54.94540000	-0.34859000	-9.48561630	-218.74352580	-915.22291196	-0.00906000	-0.24653514	-5.68523579	-23.78702654	0.33953000	9.23908117	213.05829001	891.43588541	0.10068800	2.73985982	63.18267342	264.35630557	22098.46169385	-2.05199200	-55.83754201	-1287.64441033	-5387.50421283	-2.06281300	-56.13199639	-1294.43469030	-5415.91474420	-2.07414000	-56.44021974	-1301.54249005	-5445.65377837	-1.91786900	-52.18786957	-1203.48095782	-5035.36432752	25.62300000
bigqm7wdef2tzvp_005982.xyz	04	03	00	04	00	2.23137000	47.19880000	-0.37042000	-10.07964081	-232.44205751	-972.53756862	-0.02632000	-0.71620362	-16.51604922	-69.10314995	0.34410000	9.36343719	215.92600829	903.43441867	0.07734600	2.10469170	48.53534739	203.07189348	16975.48484598	-1.75806400	-47.83935437	-1103.20180712	-4615.79636101	-1.76647200	-48.06814769	-1108.47790674	-4637.87156180	-1.77591200	-48.32502315	-1114.40159613	-4662.65627820	-1.64419800	-44.74090294	-1031.74981393	-4316.84122147	24.06300000
bigqm7wdef2tzvp_005983.xyz	03	03	00	03	01	0.44742700	43.15140000	-0.37232000	-10.13134244	-233.63432550	-977.52601790	-0.03353000	-0.91239770	-21.04039250	-88.03300220	0.33879000	9.21894474	212.59393301	889.49301570	0.06520500	1.77431829	40.91675493	171.19570261	14310.84334526	-1.62401500	-44.19169557	-1019.08479031	-4263.85076267	-1.63150200	-44.39542721	-1023.78295371	-4283.50787831	-1.63999800	-44.62661512	-1029.11427416	-4305.81412307	-1.52009500	-41.36388856	-953.87400629	-3991.00884233	22.17100000
bigqm7wdef2tzvp_005984.xyz	07	05	00	01	01	1.30930000	62.33520000	-0.35305000	-9.60697908	-221.54221803	-926.93264025	0.00232000	0.06313041	1.45582197	6.09115911	0.35537000	9.67010949	222.99804000	933.02379937	0.11098800	3.02013707	69.64602095	291.39895164	24359.05039803	-2.16402900	-58.88622382	-1357.94868871	-5681.65731357	-2.17621300	-59.21776732	-1365.59426408	-5713.64640092	-2.18848500	-59.55170543	-1373.29506029	-5745.86653223	-2.01929400	-54.94778418	-1267.12610571	-5301.65562631	26.56700000
bigqm7wdef2tzvp_005985.xyz	05	04	00	02	01	2.45312000	54.59240000	-0.37192000	-10.12045789	-233.38332171	-976.47581805	-0.01438000	-0.39129970	-9.02358616	-37.75468451	0.35754000	9.72915819	224.35973555	938.72113354	0.08764100	2.38483289	54.99555737	230.10141205	19234.97617701	-1.87155400	-50.92757433	-1174.41785676	-4913.76431269	-1.88136900	-51.19465406	-1180.57686220	-4939.53359145	-1.89175300	-51.47721707	-1187.09292053	-4966.79677948	-1.74705800	-47.53986588	-1096.29543791	-4586.90011221	24.93700000
bigqm7wdef2tzvp_005986.xyz	04	04	00	01	02	0.96685000	50.60900000	-0.36546000	-9.94467235	-229.32961054	-959.51509052	-0.01547000	-0.42096011	-9.70757149	-40.61647910	0.34999000	9.52371224	219.62203906	918.89861142	0.07532300	2.04964307	47.26589573	197.76050775	16531.48766651	-1.73032500	-47.08453779	-1085.79532196	-4542.96762710	-1.73893400	-47.31880060	-1091.19755098	-4565.57055331	-1.74837400	-47.57567606	-1097.12124037	-4590.35526971	-1.61682200	-43.99596409	-1014.57111470	-4244.96554392	23.40900000
bigqm7wdef2tzvp_005987.xyz	10	05	02	00	00	3.16373000	75.88240000	-0.31541000	-8.58274259	-197.92276162	-828.10883462	0.04824000	1.31267716	30.27105679	126.65410159	0.36365000	9.89541974	228.19381841	954.76293621	0.14905800	4.05607446	93.53530643	391.35172211	32714.44961824	-2.48407800	-67.59520002	-1558.78246676	-6521.94584092	-2.49987400	-68.02503104	-1568.69460633	-6563.41823289	-2.51497800	-68.43603178	-1578.17250935	-6603.07377912	-2.30707500	-62.77870344	-1447.71140821	-6057.22453197	29.75800000
bigqm7wdef2tzvp_005988.xyz	09	04	03	00	00	2.54508000	71.36790000	-0.31643000	-8.61049820	-198.56282128	-830.78684423	0.04363000	1.18723268	27.37823813	114.55054835	0.36006000	9.79773088	225.94105941	945.33739258	0.13838200	3.76556572	86.83601534	363.32188818	30371.33845263	-2.26834200	-61.72472491	-1423.40608395	-5955.53105525	-2.28277700	-62.11752124	-1432.46418314	-5993.43014224	-2.29693700	-62.50283443	-1441.34971722	-6030.60721684	-2.10161000	-57.18771645	-1318.78017516	-5517.77625289	29.31500000
bigqm7wdef2tzvp_005989.xyz	08	04	02	01	00	3.53607000	68.17340000	-0.31296000	-8.51607470	-196.38536342	-821.67636055	0.03318000	0.90287372	20.82076418	87.11407734	0.34614000	9.41894841	217.20612760	908.79043789	0.12517500	3.40618498	78.54849778	328.64691473	27472.73699475	-2.14915600	-58.48150891	-1348.61574038	-5642.60825774	-2.16267600	-58.84940682	-1357.09966840	-5678.10501258	-2.17589200	-59.20903247	-1365.39283354	-5712.80361554	-1.99261800	-54.22189330	-1250.38666312	-5231.61779849	28.01700000
bigqm7wdef2tzvp_005990.xyz	08	04	02	01	00	2.11012000	66.06110000	-0.32810000	-8.92805505	-205.88585678	-861.42642478	0.01564000	0.42558604	9.81424810	41.06281403	0.34374000	9.35364109	215.70010488	902.48923881	0.12409400	3.37676947	77.87016005	325.80874964	27235.48491813	-2.22700400	-60.59986072	-1397.46609752	-5846.99815203	-2.23985700	-60.94960864	-1405.53147673	-5880.74369863	-2.25307200	-61.30920708	-1413.82401436	-5915.43967608	-2.07124800	-56.36152442	-1299.72773267	-5438.06083348	28.99200000
bigqm7wdef2tzvp_005991.xyz	06	03	02	02	00	3.08985000	57.98610000	-0.31597000	-8.59798096	-198.27416692	-829.57911441	-0.00632000	-0.17197595	-3.96585984	-16.59315759	0.30965000	8.42600502	194.30830708	812.98595682	0.10099200	2.74813208	63.37343629	265.15445745	22165.18198182	-1.88461900	-51.28309106	-1182.61626798	-4948.06646521	-1.89541800	-51.57694679	-1189.39274273	-4976.41923559	-1.90674600	-51.88519735	-1196.50117000	-5006.16089526	-1.74888800	-47.58966271	-1097.44378024	-4591.70477651	26.79500000
bigqm7wdef2tzvp_005992.xyz	08	03	04	00	00	3.44969000	66.40080000	-0.32135000	-8.74437821	-201.65016787	-843.70430235	0.05083000	1.38315464	31.89630631	133.45414560	0.37218000	10.12753285	233.54647418	977.15844795	0.12773600	3.47587333	80.15554953	335.37081925	28034.81152596	-2.13245900	-58.02716043	-1338.13821477	-5598.77029062	-2.14597300	-58.39489508	-1346.61837774	-5634.25129246	-2.15918900	-58.75452073	-1354.91154288	-5668.94989541	-1.97508200	-53.74471448	-1239.38265707	-5185.57703718	28.14800000
bigqm7wdef2tzvp_005993.xyz	07	02	05	00	00	3.85400000	62.48840000	-0.32182000	-8.75716756	-201.94509732	-844.93828717	0.05118000	1.39267863	32.11593462	134.37307047	0.37300000	10.14984618	234.06103194	979.31135764	0.11697300	3.18299721	73.40166512	307.11256686	25672.60606740	-1.91502500	-52.11048039	-1201.69632089	-5027.89740660	-1.92737600	-52.44656820	-1209.44669034	-5060.32495239	-1.93964800	-52.78050630	-1217.14748655	-5092.54508370	-1.76750400	-48.09622983	-1109.12549651	-4640.58107741	27.53200000
bigqm7wdef2tzvp_005994.xyz	06	02	04	01	00	4.95073000	59.41260000	-0.30817000	-8.38573217	-193.37959306	-809.10021738	0.03595000	0.97824925	22.55896541	94.38671128	0.34412000	9.36398142	215.93855848	903.48692866	0.10339600	2.81354825	64.88196906	271.46615854	22692.79899588	-1.79498400	-48.84399866	-1126.36945672	-4712.72980692	-1.80609100	-49.14623550	-1133.33920439	-4741.89123118	-1.81741900	-49.45448606	-1140.44763166	-4771.63289086	-1.65797600	-45.11582138	-1040.39563939	-4353.01535521	26.93400000
bigqm7wdef2tzvp_005995.xyz	07	03	03	01	00	1.98077000	61.50250000	-0.32445000	-8.82873350	-203.59544722	-851.84335117	0.04348000	1.18315097	27.28411171	114.15672341	0.36793000	10.01188447	230.87955893	966.00007457	0.11413100	3.10566245	71.61828321	299.65089694	25048.85916475	-2.06739300	-56.25662453	-1297.30868366	-5427.93953245	-2.07919200	-56.57769165	-1304.71266789	-5458.91780245	-2.09146300	-56.91160254	-1312.41283658	-5491.13530826	-1.92115300	-52.27723175	-1205.54169892	-5043.98646826	28.30400000
bigqm7wdef2tzvp_005996.xyz	06	02	04	01	00	2.49139000	59.47220000	-0.29939000	-8.14681622	-187.87005993	-786.04833073	0.04258000	1.15866073	26.71935319	111.79377375	0.34197000	9.30547694	214.58941312	897.84210448	0.10432200	2.83874599	65.46304283	273.89737118	22896.03250463	-1.85799500	-50.55861517	-1165.90945587	-4878.16516337	-1.86901900	-50.85859347	-1172.82712026	-4907.10867116	-1.88034700	-51.16684402	-1179.93554752	-4936.85033084	-1.72101700	-46.83125423	-1079.95446383	-4518.52947665	27.07400000
bigqm7wdef2tzvp_005997.xyz	05	02	03	02	00	3.95604000	54.10180000	-0.31749000	-8.63934226	-199.22798132	-833.56987383	0.02428000	0.66069240	15.23592991	63.74713073	0.34177000	9.30003467	214.46391122	897.31700456	0.09087600	2.47286172	57.02555051	238.59490332	19944.97660983	-1.72045200	-46.81587980	-1079.59992098	-4517.04606936	-1.73017500	-47.08045609	-1085.70119554	-4542.57380215	-1.74055900	-47.36301910	-1092.21725387	-4569.83699019	-1.59432200	-43.38370795	-1000.45215165	-4185.89180250	26.14400000
bigqm7wdef2tzvp_005998.xyz	06	03	02	02	00	4.39101000	58.04710000	-0.33062000	-8.99662773	-207.46718064	-868.04268381	0.02720000	0.74014964	17.06825756	71.41358962	0.35782000	9.73677738	224.53543820	939.45627343	0.10187500	2.77215973	63.92752716	267.47277362	22358.97808141	-1.95379600	-53.16549296	-1226.02549051	-5129.69065231	-1.96458800	-53.45915821	-1232.79757270	-5158.02504419	-1.97591500	-53.76738156	-1239.90537246	-5187.76407836	-1.81830900	-49.47870419	-1141.00611509	-4773.96958552	26.71500000
bigqm7wdef2tzvp_005999.xyz	05	02	03	02	00	3.56956000	56.55040000	-0.30262000	-8.23470899	-189.89691551	-794.52869450	0.02846000	0.77443598	17.85891949	74.72171914	0.33108000	9.00914497	207.75583500	869.25041364	0.09175100	2.49667168	57.57462129	240.89221548	20137.01691237	-1.74832700	-47.57439713	-1097.09174742	-4590.23187123	-1.75825400	-47.84452453	-1103.32103392	-4616.29520594	-1.76863700	-48.12706033	-1109.83646474	-4643.55576847	-1.62212700	-44.14032048	-1017.90005244	-4258.89381939	25.51400000
bigqm7wdef2tzvp_006000.xyz	04	02	02	03	00	0.88009800	51.13740000	-0.31457000	-8.55988502	-197.39565367	-825.90341494	0.02567000	0.69851622	16.10816807	67.39657520	0.34024000	9.25840125	213.50382174	893.29999014	0.07880500	2.14439311	49.45088371	206.90249742	17295.69833330	-1.63918200	-44.60441063	-1028.60222643	-4303.67171538	-1.64769700	-44.83611557	-1033.94546956	-4326.02784463	-1.65713700	-45.09299103	-1039.86915895	-4350.81256103	-1.52362500	-41.45994475	-956.08911472	-4000.27685599	25.26400000
bigqm7wdef2tzvp_006001.xyz	07	04	02	00	01	2.74283000	63.84000000	-0.31611000	-8.60179055	-198.36201825	-829.94668435	0.03983000	1.08382942	24.99370215	104.57364980	0.35594000	9.68561997	223.35572040	934.52033415	0.11242100	3.05913099	70.54524202	295.16129259	24673.55754493	-2.06446600	-56.17697681	-1295.47196345	-5420.25469507	-2.07644000	-56.50280592	-1302.98576183	-5451.69242750	-2.08871200	-56.83674402	-1310.68655803	-5483.91255881	-1.91943200	-52.23040096	-1204.46175512	-5039.46798342	27.22000000
bigqm7wdef2tzvp_006002.xyz	06	03	03	00	01	3.54276000	59.77060000	-0.31750000	-8.63961438	-199.23425641	-833.59612882	0.03968000	1.07974771	24.89957573	104.17982486	0.35718000	9.71936209	224.13383214	937.77595368	0.10191000	2.77311213	63.94948999	267.56466610	22366.65969351	-1.84615300	-50.23637796	-1158.47848874	-4847.07399689	-1.85712100	-50.53483242	-1165.36101260	-4875.87047670	-1.86844900	-50.84308298	-1172.46943986	-4905.61213638	-1.71057700	-46.54716739	-1073.40326497	-4491.11926063	26.45200000
bigqm7wdef2tzvp_006003.xyz	05	03	02	01	01	2.03107000	56.14970000	-0.33366000	-9.07935034	-209.37480943	-876.02420265	0.02800000	0.76191875	17.57026513	73.51398931	0.36166000	9.84126909	226.94507456	949.53819197	0.08916200	2.42622141	55.94999928	234.09479697	19568.79709148	-1.72552900	-46.95403200	-1082.78578655	-4530.37573093	-1.73542600	-47.22334306	-1088.99624777	-4556.36030065	-1.74581000	-47.50590607	-1095.51230609	-4583.62348869	-1.60032400	-43.54703068	-1004.21846348	-4201.65005121	25.29000000
bigqm7wdef2tzvp_006004.xyz	09	05	01	01	00	3.48117000	70.38660000	-0.33629000	-9.15091628	-211.02515933	-882.92926665	0.04178000	1.13689162	26.21734562	109.69337405	0.37807000	10.28780790	237.24250495	992.62264070	0.13638900	3.71133343	85.58538897	358.08926745	29933.92551210	-2.41265800	-65.65176298	-1513.96574048	-6334.43265817	-2.42681700	-66.03704897	-1522.85064705	-6371.60710727	-2.44097700	-66.42236216	-1531.73618113	-6408.78418187	-2.24726600	-61.15121778	-1410.18069438	-5900.19602530	29.04200000
bigqm7wdef2tzvp_006005.xyz	08	04	02	01	00	2.27437000	66.38320000	-0.34759000	-9.45840492	-218.11601633	-912.59741234	0.03671000	0.99892990	23.03587261	96.38209099	0.38430000	10.45733482	241.15188894	1008.97950333	0.12579100	3.42294719	78.93504362	330.26422249	27607.93336774	-2.19693400	-59.78161441	-1378.59688779	-5768.04937851	-2.20998700	-60.13680460	-1386.78776889	-5802.32002503	-2.22320300	-60.49643025	-1395.08093403	-5837.01862798	-2.04094200	-55.53685622	-1280.71043070	-5358.49244204	28.43400000
bigqm7wdef2tzvp_006006.xyz	07	04	01	02	00	3.15179000	63.22740000	-0.33006000	-8.98138936	-207.11577534	-866.57240403	0.02485000	0.67620289	15.59361030	65.24366552	0.35491000	9.65759225	222.70938565	931.81606954	0.11259700	3.06392019	70.65568368	295.62338053	24712.18508007	-2.07448700	-56.44966209	-1301.76023584	-5446.56482674	-2.08658900	-56.77897426	-1309.35435543	-5478.33862312	-2.09886100	-57.11291236	-1317.05515163	-5510.55875444	-1.92857500	-52.47919465	-1210.19907419	-5063.47292643	27.46100000
bigqm7wdef2tzvp_006007.xyz	07	04	01	02	00	1.35112000	60.05500000	-0.33251000	-9.04805725	-208.65317354	-873.00487809	0.00444000	0.12081854	2.78614204	11.65721831	0.33695000	9.16887579	211.43931558	884.66209640	0.11263200	3.06487259	70.67764651	295.71527301	24719.86669217	-2.15117500	-58.53644870	-1349.88268200	-5647.90914147	-2.16278500	-58.85237286	-1357.16806693	-5678.39119204	-2.17505700	-59.18631096	-1364.86886314	-5710.61132336	-2.00680400	-54.60791399	-1259.28851245	-5268.86313607	27.04300000
bigqm7wdef2tzvp_006008.xyz	05	03	01	03	00	0.85239300	52.97510000	-0.33881000	-9.21948897	-212.60648320	-889.54552569	-0.00727000	-0.19782676	-4.56199384	-19.08738223	0.33154000	9.02166221	208.04448936	870.45814346	0.08794400	2.39307794	55.18569274	230.89693843	19301.47699035	-1.81023400	-49.25897227	-1135.93897612	-4752.76867610	-1.81928500	-49.50526250	-1141.61856433	-4776.53207314	-1.82966900	-49.78782551	-1148.13462265	-4803.79526118	-1.68620300	-45.88391711	-1058.10834917	-4427.12533294	26.34400000
bigqm7wdef2tzvp_006009.xyz	07	03	03	01	00	2.31639000	61.22090000	-0.33053000	-8.99417871	-207.41070479	-867.80638885	0.04006000	1.09008804	25.13802933	105.17751471	0.37059000	10.08426675	232.54873412	972.98390356	0.11502200	3.12990780	72.17739414	301.99021710	25244.41106140	-2.05890600	-56.02568152	-1291.98301080	-5405.65691719	-2.07079600	-56.34922487	-1299.44409839	-5436.87410765	-2.08306800	-56.68316297	-1307.14489459	-5469.09423897	-1.91314800	-52.05940463	-1200.51848562	-5022.96934382	27.50500000
bigqm7wdef2tzvp_006010.xyz	06	02	04	01	00	3.37555000	57.50790000	-0.34758000	-9.45813281	-218.10974124	-912.57115734	0.02942000	0.80055891	18.46132858	77.24219877	0.37700000	10.25869172	236.57106982	989.81335611	0.10472900	2.84982102	65.71843918	274.96594953	22985.35867964	-1.84000200	-50.06900074	-1154.61867800	-4830.92454874	-1.85090600	-50.36571367	-1161.46104125	-4859.55299657	-1.86223400	-50.67396423	-1168.56946851	-4889.29465625	-1.70349100	-46.35434752	-1068.95673287	-4472.51497034	26.46400000
bigqm7wdef2tzvp_006011.xyz	05	02	03	02	00	3.02219000	53.92920000	-0.32347000	-8.80206634	-202.98048794	-849.27036154	0.03458000	0.94096965	21.69927744	90.78977680	0.35805000	9.74303599	224.67976538	940.06013834	0.08998800	2.44869801	56.46832210	236.26345965	19750.08313708	-1.72598500	-46.96644039	-1083.07193087	-4531.57295875	-1.73510500	-47.21460821	-1088.79481723	-4555.51751527	-1.74548900	-47.49717122	-1095.31087555	-4582.78070331	-1.60170400	-43.58458239	-1005.08442655	-4205.27324069	26.89500000
bigqm7wdef2tzvp_006012.xyz	06	03	02	02	00	0.31639300	56.06000000	-0.33535000	-9.12533758	-210.43530043	-880.46129701	0.03323000	0.90423429	20.85213966	87.24535232	0.36858000	10.02957187	231.28744009	967.70664933	0.10301100	2.80307186	64.64037791	270.45534118	22608.30126276	-1.99256200	-54.22036947	-1250.35152259	-5231.47077051	-2.00332200	-54.51316396	-1257.10352447	-5259.72114640	-2.01465000	-54.82141451	-1264.21195174	-5289.46280608	-1.85730300	-50.53978489	-1165.47521932	-4876.34831763	26.08600000
bigqm7wdef2tzvp_006013.xyz	05	02	03	02	00	1.46782000	51.89790000	-0.33955000	-9.23962539	-213.07084020	-891.48839541	0.02625000	0.71429883	16.47212356	68.91936498	0.36580000	9.95392422	229.54296376	960.40776039	0.09213400	2.50709364	57.81495742	241.89778184	20221.07569622	-1.77439800	-48.28382512	-1113.45154679	-4658.68127178	-1.78390800	-48.54260538	-1119.41916184	-4683.64977315	-1.79429100	-48.82514117	-1125.93459266	-4710.91033568	-1.64874500	-44.86463310	-1034.60309948	-4328.77936823	25.79100000
bigqm7wdef2tzvp_006014.xyz	04	02	02	03	00	1.68181000	48.92260000	-0.33911000	-9.22765238	-212.79473604	-890.33317557	0.02157000	0.58694955	13.53537925	56.63202677	0.36068000	9.81460193	226.33011528	946.96520234	0.07845600	2.13489633	49.23188290	205.98619806	17219.10168692	-1.65083900	-44.92161374	-1035.91710431	-4334.27716443	-1.65909200	-45.14618929	-1041.09593996	-4355.94541278	-1.66853200	-45.40306475	-1047.01962935	-4380.73012918	-1.53565900	-41.78740654	-963.64056367	-4031.87211839	25.41200000
bigqm7wdef2tzvp_006015.xyz	05	03	01	03	00	2.31095000	52.07420000	-0.34912000	-9.50003834	-219.07610582	-916.61442675	0.01573000	0.42803507	9.87072395	41.29910900	0.36485000	9.92807340	228.94682977	957.91353575	0.09049200	2.46241255	56.78458687	237.58671146	19860.69835134	-1.88404400	-51.26744451	-1182.25545003	-4946.55680293	-1.89358500	-51.52706832	-1188.24251787	-4971.60669479	-1.90396900	-51.80963133	-1194.75857620	-4998.86988282	-1.75988400	-47.88887909	-1104.34387436	-4620.57477031	24.62500000
bigqm7wdef2tzvp_006016.xyz	04	02	02	03	00	0.96763600	47.98020000	-0.35456000	-9.64806826	-222.48975733	-930.89714468	0.00900000	0.24490245	5.64758522	23.62949657	0.36356000	9.89297072	228.13734255	954.52664124	0.07967500	2.16806701	49.99681694	209.18668209	17486.64126269	-1.66632500	-45.34300923	-1045.63471595	-4374.93565152	-1.67465000	-45.56954400	-1050.85873228	-4396.79293585	-1.68408900	-45.82639225	-1056.78179415	-4421.57502674	-1.55162900	-42.22197234	-973.66188989	-4073.80134730	24.28400000
bigqm7wdef2tzvp_006017.xyz	03	02	01	04	00	1.81813000	45.10600000	-0.34198000	-9.30574906	-214.59568821	-897.86835948	0.00327000	0.08898123	2.05195596	8.58538375	0.34525000	9.39473028	216.64764418	906.45374323	0.06599200	1.79573364	41.41060488	173.26197081	14483.56988023	-1.54266100	-41.97794065	-968.03438497	-4050.25586672	-1.54969200	-42.16926389	-972.44640405	-4068.71575454	-1.55818800	-42.40045181	-977.77772450	-4091.02199929	-1.43869800	-39.14896355	-902.79661804	-3777.30104990	23.84600000
