Index	E1_eV	E1_nm	E2_eV	E2_nm	f1_au	f2_au	n_C	n_H	n_N	n_O	n_F
13502	6.93766286	178.7117506	7.04888667	175.8918724	0.00427179	0.00564983	6	12	0	2	0
13503	7.10825212	174.4228897	8.16426797	151.8619772	0.01261249	0.0063319	7	14	0	1	0
13504	7.05404187	175.763328	7.1554489	173.2724099	0.01402085	0.00174195	6	12	0	2	0
13505	7.12686579	173.9673387	7.21654472	171.8054725	0.00535176	0.0065586	6	12	0	2	0
13506	6.95775793	178.1956039	7.17170417	172.8796736	0.0128106	0.00923501	6	12	0	2	0
13507	6.69751315	185.1197374	7.1377098	173.7030378	0.00396119	0.00638601	5	10	0	3	0
13508	4.51871179	274.3794985	6.38373705	194.2188198	0.00011658	0.00414341	6	10	0	2	0
13509	4.49363977	275.9103843	6.23106676	198.9774661	0.0003136	0.00866176	5	9	1	2	0
13510	4.2500519	291.723938	6.14035952	201.9168212	0.00127721	0.00885396	5	8	0	3	0
13511	4.47405492	277.1181619	6.92577503	179.0185027	0.00029279	0.02110338	7	12	0	1	0
13512	5.69792201	217.595445	6.86052403	180.721162	0.00113361	0.01771015	6	11	1	1	0
13513	5.70647047	217.2694808	6.52163999	190.1119776	0.00343712	0.12095535	6	11	1	1	0
13514	6.53565249	189.7043757	6.7195209	184.5134339	0.03014897	0.01309687	5	10	2	1	0
13516	4.33893026	285.7482837	6.11581621	202.7271311	0.00021144	0.00254688	6	10	0	2	0
13517	5.6838657	218.1335628	6.92443514	179.0531431	0.00124342	0.0015842	5	9	1	2	0
13519	4.4699928	277.3699936	6.16913801	200.974897	0.00011027	0.00307526	6	10	0	2	0
13520	5.69083453	217.8664426	6.74243098	183.8864764	0.00084462	0.00432382	5	9	1	2	0
13521	4.44847459	278.7116913	5.88247724	210.7686653	0.00024015	0.01013096	6	11	1	1	0
13522	5.64381952	219.6813471	6.52255892	190.0851937	0.00059479	0.01910599	5	10	2	1	0
13524	5.77379252	214.7361325	7.13415246	173.7896524	0.00084704	0.02157123	5	9	1	2	0
13525	5.61177322	220.9358481	6.54405782	189.4607154	0.00167039	0.00524748	4	8	2	2	0
13526	5.60194909	221.3233028	6.68898755	185.3556859	0.00275256	0.00342937	4	7	1	3	0
13531	7.34597947	168.7782929	7.66634917	161.7252031	0.00022058	0.00943017	8	12	0	0	0
13532	7.37103572	168.2045676	7.54808795	164.2590659	0.00026449	0.00594637	7	10	0	1	0
13533	6.77705039	182.9471236	7.33810586	168.959388	0.03267095	0.00042503	7	11	1	0	0
13534	7.3495126	168.6971562	7.65373342	161.9917767	0.00002575	0.00895409	7	10	0	1	0
13535	6.75311118	183.5956558	7.17358801	172.8342739	0.02421189	0.00960854	7	11	1	0	0
13536	8.26302842	150.0469093	8.43217846	147.0369586	0.01174755	0.00119283	7	11	1	0	0
13537	7.37643827	168.0813735	8.24594375	150.3577896	0.0036215	0.01638625	6	9	1	1	0
13538	6.79292959	182.519465	7.4385439	166.6780344	0.03173265	0.0056604	6	10	2	0	0
13539	7.09406737	174.7716523	8.12168324	152.6582408	0.00662631	0.00681568	6	10	2	0	0
13540	8.01754745	154.64104	8.17626465	151.6391566	0.00942126	0.03355073	6	9	1	1	0
13541	6.88072304	180.1906381	7.46209725	166.151932	0.02246778	0.02048101	6	10	2	0	0
13542	7.09450275	174.7609268	8.01633872	154.6643572	0.03264443	0.00896824	6	10	2	0	0
13543	7.11308377	174.3044108	7.30462307	169.7338608	0.00032463	0.02406147	7	10	0	1	0
13544	7.50742462	165.1487613	8.10253023	153.0190989	0.02139339	0.00974779	6	9	1	1	0
13545	6.86053764	180.7208036	7.14710861	173.4746095	0.02590418	0.00912693	5	9	3	0	0
13546	7.0162722	176.7094891	7.02057132	176.601279	0.00492135	0.00385738	6	9	1	1	0
13547	7.16522214	173.0360693	7.31433155	169.5085692	0.00556636	0.01283925	5	8	2	1	0
13548	6.96444812	178.0244256	7.69150364	161.1962931	0.02589859	0.05332102	5	8	2	1	0
13549	6.97989248	177.630512	7.30638065	169.6930306	0.00533597	0.01947297	6	8	0	2	0
13550	7.17372597	172.8309501	7.91391534	156.6660524	0.01531806	0.00480144	5	7	1	2	0
13551	6.84323201	181.1778225	7.07828422	175.1613579	0.01821726	0.01507699	5	9	3	0	0
13552	6.74662181	183.7722509	7.09462874	174.7578233	0.02781626	0.05237519	6	9	1	1	0
13553	6.79523358	182.4575801	7.17062632	172.9056598	0.0428268	0.06894889	5	8	2	1	0
13554	6.78290737	182.7891504	7.28339384	170.2285917	0.00634765	0.00779637	5	8	2	1	0
13555	6.78143306	182.8288896	7.15221129	173.3508456	0.0072801	0.00476776	6	8	0	2	0
13556	6.80130553	182.2946888	7.40924621	167.3371136	0.00864059	0.00020655	5	7	1	2	0
13557	4.38491423	282.751682	7.50988344	165.0946897	0.00090459	0.01189151	7	12	0	1	0
13558	4.26711207	290.5576077	6.38285377	194.2456964	0.00036876	0.00106866	6	10	0	2	0
13559	4.37346885	283.491644	6.12689206	202.3606525	0.00063885	0.00519956	6	11	1	1	0
13560	4.36098046	284.3034694	6.76014586	183.404604	0.00036689	0.00724538	6	11	1	1	0
13561	4.32915158	286.3937317	6.87642963	180.3031431	0.00053794	0.02273073	6	10	0	2	0
13562	4.34932066	285.0656398	6.02813161	205.6759798	0.00029722	0.00338036	6	11	1	1	0
13563	4.63171441	267.685303	6.53560405	189.7057816	0.00097373	0.02360931	6	10	0	2	0
13564	5.72525966	216.5564446	6.6837333	185.5013985	0.00319272	0.22497391	6	11	1	1	0
13565	4.59170415	270.0178047	6.58386834	188.3151076	0.00144253	0.05689729	5	9	1	2	0
13566	4.60925849	268.9894434	6.4945799	190.9040915	0.00086415	0.02543009	5	8	0	3	0
13567	5.74542901	215.7962224	6.64727794	186.5187354	0.00269424	0.20675978	5	9	1	2	0
13568	4.62841421	267.8761705	5.84309257	212.1893263	0.00218809	0.07644526	5	9	1	2	0
13569	4.65907274	266.1134405	6.18912531	200.3258639	0.00187027	0.03619887	5	8	0	3	0
13570	4.10262307	302.2071137	5.83034757	212.653167	0.00061455	0.00094279	7	8	0	1	0
13571	4.1718823	297.1900421	6.18211131	200.5531466	0.001162	0.21277238	6	7	1	1	0
13573	4.75195852	260.9117629	5.85475673	211.7665914	0.00580188	0.19089261	6	7	1	1	0
13574	4.87665224	254.2403711	5.93697674	208.8338779	0.00668388	0.21711922	5	6	2	1	0
13575	3.99227818	310.5599907	5.50411573	225.2572322	0.00158656	0.0578064	6	7	1	1	0
13576	4.06038365	305.350918	5.32809345	232.6989732	0.0025295	0.05798397	5	6	2	1	0
13577	3.98226276	311.3410515	5.46546033	226.8504025	0.00067874	0.01527852	6	6	0	2	0
13578	4.04154521	306.774219	5.30228046	233.8318171	0.00099165	0.02040987	5	5	1	2	0
13579	3.78600147	327.4805582	4.8882979	253.6346805	0.013286	0.0789069	6	7	1	1	0
13580	3.77398465	328.5232955	4.71293849	263.0719409	0.02271194	0.06930182	5	6	2	1	0
13581	4.20649926	294.7443466	5.00284258	247.827481	0.00579481	0.07843885	6	6	0	2	0
13582	4.25070687	291.6789872	4.92426754	251.7819891	0.01160689	0.09395976	5	5	1	2	0
13583	2.96805503	417.728736	4.65056346	266.600356	0.00035476	0.00063812	6	8	0	2	0
13585	3.35777293	369.2453007	4.87642339	254.2523024	0.00062512	0.02939711	5	7	1	2	0
13586	2.88296503	430.057896	4.60477024	269.251626	0.00069222	0.0005419	5	7	1	2	0
13587	2.85901684	433.6602218	4.57979645	270.7198646	0.00029353	0.00089939	5	6	0	3	0
13588	2.80014474	442.7777821	4.18665563	296.1413561	0.00324654	0.04818929	5	7	1	2	0
13589	3.04698056	406.9083644	4.53377057	273.4681554	0.00118098	0.04850632	5	6	0	3	0
13590	4.85017937	255.6280458	6.65568408	186.2831619	0.00029083	0.10236191	6	10	0	2	0
13591	5.66515433	218.8540333	6.70320523	184.9625416	0.00681038	0.19365499	5	9	1	2	0
13592	4.6969137	263.9694816	6.24147893	198.6455277	0.00130274	0.07470359	5	9	1	2	0
13593	4.62494177	268.0772942	6.08733732	203.6755661	0.00022329	0.026565	5	8	0	3	0
13594	4.60048908	269.5021888	7.03751177	176.1761707	0.00024042	0.02864425	7	12	0	1	0
13595	4.70007948	263.7916831	5.90560691	209.9431767	0.00252795	0.06283787	6	10	0	2	0
13596	4.30791581	287.8055024	5.67605739	218.4336397	0.00621161	0.08452988	6	11	1	1	0
13597	4.46367051	277.7628574	6.41238057	193.351262	0.00098261	0.05864457	6	11	1	1	0
13598	4.41087743	281.0873561	6.24780095	198.4445224	0.00037654	0.02058952	6	10	0	2	0
13599	5.3905531	230.0027199	6.77621908	182.9695676	0.00422758	0.1928685	6	11	1	1	0
13600	4.49133388	276.0520393	5.58153266	222.1328711	0.01280218	0.08733553	5	9	1	2	0
13601	5.91471184	209.6199965	6.88549184	180.0658406	0.00078587	0.00781216	6	11	1	1	0
13602	6.06065847	204.5721406	6.76810111	183.1890297	0.00561217	0.12646305	5	9	1	2	0
13603	5.52262083	224.5024442	6.61491925	187.4311429	0.01482359	0.08738148	5	10	2	1	0
13604	5.73870915	216.0489131	6.72693437	184.3100895	0.00215749	0.00310445	5	10	2	1	0
13605	5.76485467	215.0690602	7.04319215	176.0340836	0.00111151	0.16230056	5	9	1	2	0
13606	6.48598219	191.1571507	6.92534536	179.0296095	0.003379	0.0021694	5	10	2	1	0
13607	6.04825688	204.9916035	7.91550857	156.6345188	0.00133892	0.29630683	6	10	0	2	0
13608	6.17030075	200.9370249	6.61785237	187.348071	0.00579079	0.07201564	5	8	0	3	0
13609	5.56066888	222.9663198	6.49236816	190.9691264	0.02948534	0.07892463	5	9	1	2	0
13610	5.87327108	211.0990381	7.10424905	174.5211727	0.0026779	0.00699647	5	9	1	2	0
13611	5.81531682	213.202808	6.78933824	182.6160124	0.00131303	0.02719627	5	8	0	3	0
13612	6.63970746	186.7314008	7.3500269	168.6853522	0.01071916	0.16331754	5	9	1	2	0
13613	4.93809038	251.077194	5.82970946	212.6764435	0.00529112	0.07938287	5	8	0	3	0
13614	7.11227587	174.3242106	8.06836933	153.6669709	0.00679137	0.00389284	7	14	0	1	0
13615	7.18982042	172.4440672	7.27738964	170.3690384	0.00789783	0.00533534	6	12	0	2	0
13616	6.96543235	177.9992702	7.24343229	171.1677319	0.02560719	0.00097951	6	13	1	1	0
13617	7.31730766	169.4396264	7.79305952	159.0956507	0.01090654	0.03023319	6	12	0	2	0
13618	7.01533721	176.7330404	7.36923187	168.2457407	0.02738597	0.04490669	6	13	1	1	0
13619	7.28733513	170.1365249	7.87078965	157.5244582	0.00392218	0.03817204	6	12	0	2	0
13620	6.90146383	179.6491158	7.16850982	172.9567101	0.00358076	0.02289254	5	11	1	2	0
13621	7.23698074	171.3203227	7.82773798	158.3908249	0.0060138	0.01401578	5	10	0	3	0
13622	8.00324134	154.917467	8.23947207	150.4758879	0.00481661	0.00421447	8	16	0	0	0
13623	7.2244118	171.6183836	7.93348196	156.2796615	0.00486887	0.01154158	7	14	0	1	0
13624	6.82144495	181.7564878	7.3101663	169.6051532	0.0228197	0.01653592	7	15	1	0	0
13625	7.78407078	159.2793681	7.99041525	155.166138	0.03732941	0.02525165	7	14	0	1	0
13626	7.20816579	172.005183	8.03677175	154.271132	0.01262172	0.007119	7	14	0	1	0
13627	7.28391602	170.2163879	7.71091026	160.7905986	0.01979359	0.01945965	6	12	0	2	0
13628	6.96113731	178.1090963	7.10859553	174.4144636	0.02469489	0.03212417	6	13	1	1	0
13629	6.87716243	180.2839307	7.19247353	172.3804572	0.00600596	0.01032522	6	13	1	1	0
13630	7.24095115	171.226383	7.9010098	156.9219514	0.01801715	0.04825733	6	12	0	2	0
13631	6.95765289	178.198294	7.24572838	171.1134906	0.0346007	0.038156	5	11	1	2	0
13632	7.26324979	170.7007071	7.88556026	157.2293957	0.02139924	0.00612127	7	14	0	1	0
13633	6.98105223	177.6010026	7.4831507	165.6844724	0.01324979	0.01576972	6	12	0	2	0
13634	6.77356924	183.0411459	7.37566084	168.0990901	0.0244574	0.00296238	6	13	1	1	0
13635	6.93854152	178.6891196	7.37860429	168.0320324	0.00499951	0.02434011	6	13	1	1	0
13636	7.42518855	166.9778306	7.8367025	158.2096393	0.01498124	0.0142463	6	12	0	2	0
13637	7.39983271	167.5499872	7.88932278	157.1544111	0.0043605	0.00941624	5	10	0	3	0
13638	7.36630094	168.3126831	7.66574072	161.7380395	0.00012709	0.00721343	8	12	0	0	0
13639	7.29969155	169.8485295	7.37246976	168.1718496	0.00825706	0.00017054	7	10	0	1	0
13640	6.865701	180.5848923	7.34257152	168.856629	0.02461962	0.00007672	7	11	1	0	0
13641	6.94735393	178.4624605	7.36103417	168.4331096	0.00556178	0.00018217	7	11	1	0	0
13642	7.35833861	168.4948112	7.65860698	161.8886931	0.00013671	0.00992534	7	10	0	1	0
13643	6.85879257	180.766784	7.02903243	176.3886975	0.01246847	0.01485698	7	11	1	0	0
13644	5.24161023	236.5383575	5.56555659	222.7705093	0.00023405	0.01760378	8	8	0	0	0
13645	5.56575578	222.7625368	5.94408653	208.5840893	0.00039301	0.03368953	7	7	1	0	0
13646	5.32057005	233.0280146	5.59619906	221.5507103	0.00081989	0.01310854	7	7	1	0	0
13647	5.67998127	218.28274	5.99945897	206.6589472	0.00144777	0.0327758	6	6	2	0	0
13648	5.29731683	234.0509194	5.58757169	221.8927908	0.00432318	0.00441692	7	6	0	1	0
13649	5.67821335	218.3507028	6.00183181	206.5772443	0.00789275	0.02816191	6	5	1	1	0
13650	5.11220595	242.5258072	5.4621321	226.9886286	0.00678527	0.05077649	7	7	1	0	0
13651	5.2826684	234.6999246	5.65459332	219.2627841	0.0133867	0.1213292	6	6	2	0	0
13652	5.25652779	235.867083	5.55984274	222.9994504	0.00038821	0.02181508	7	6	0	1	0
13653	5.48817503	225.911504	5.87455274	211.0529824	0.00116634	0.02110612	6	5	1	1	0
13654	4.05250378	305.9446562	5.57179262	222.5211812	0.00020829	0.00136906	7	8	0	1	0
13655	4.02291602	308.1948188	5.60890732	221.0487365	0.00021178	0.00014269	6	7	1	1	0
13656	4.00527053	309.5525922	5.6331064	220.0991403	0.00020398	0.04702055	6	6	0	2	0
13657	4.02550219	307.9968201	5.22285424	237.3877994	0.00023131	0.29817755	6	7	1	1	0
13658	4.04070846	306.8377458	5.57003939	222.5912221	0.00020862	0.00913568	6	6	0	2	0
13659	7.37894879	168.0241876	7.69209331	161.1839359	0.0000077	0.00932135	8	12	0	0	0
13660	8.13181132	152.4681067	8.332615	148.7938511	0.00920318	0.00320247	7	11	1	0	0
13661	6.40207154	193.6626088	7.20771598	172.0159171	0.00587899	0.01199174	6	10	2	0	0
13662	6.98014038	177.6242036	7.07632963	175.2097402	0.00332432	0.00302522	7	10	0	1	0
13663	7.12079384	174.1156818	7.94832876	155.9877444	0.001186	0.01872099	6	9	1	1	0
13664	6.93220072	178.8525643	7.37836755	168.0374238	0.01767766	0.00032567	7	11	1	0	0
13665	6.97651528	177.7164997	7.47022203	165.9712216	0.01956864	0.00647988	6	10	2	0	0
13666	6.9754875	177.7426846	8.20557539	151.0974936	0.00673234	0.02415013	6	10	2	0	0
13667	7.3853372	167.8788444	7.71621511	160.6800558	0.0000468	0.00658748	7	10	0	1	0
13668	7.95097398	155.9358486	8.24244736	150.4215704	0.04473382	0.03174056	6	9	1	1	0
13669	6.9452279	178.5170902	7.38204136	167.9537969	0.01824517	0.00087514	7	11	1	0	0
13670	6.90171227	179.642649	7.4265951	166.9462059	0.01652937	0.03835526	6	10	2	0	0
13671	7.3056239	169.7106081	7.37964948	168.0082338	0.00641108	0.00000602	7	10	0	1	0
13672	7.37130266	168.1984762	8.16367312	151.8730425	0.0055583	0.01042708	6	9	1	1	0
13673	6.51868783	190.1980749	7.14170688	173.6058194	0.01223963	0.01950676	5	8	2	1	0
13674	6.87574472	180.3211035	7.0385605	176.149921	0.0012566	0.00078832	6	8	0	2	0
13675	6.88300009	180.131027	7.24297867	171.1784518	0.00422653	0.00724182	5	7	1	2	0
13676	4.41711591	280.6903644	7.61364997	162.8446121	0.00035146	0.03584533	7	12	0	1	0
13677	5.90460036	209.9789654	7.13511982	173.7660903	0.00141059	0.01136185	6	11	1	1	0
13678	5.95748324	208.1150422	7.81360956	158.6772242	0.00131326	0.21096898	6	10	0	2	0
13679	4.4019004	281.6605928	6.5627153	188.9220877	0.00005206	0.00494293	6	10	0	2	0
13680	4.39394787	282.1703653	6.58692581	188.2276969	0.00013008	0.00874949	6	11	1	1	0
13681	5.91940608	209.4537627	7.01143755	176.8313368	0.00092502	0.00288231	5	10	2	1	0
13682	5.93920181	208.7556399	7.1745649	172.8107408	0.00160861	0.00528042	5	9	1	2	0
13683	4.42601404	280.1260604	7.7717345	159.5321965	0.00032397	0.0436688	6	10	0	2	0
13684	5.91628275	209.5643374	7.25802412	170.8236092	0.00092336	0.22234614	5	9	1	2	0
13685	6.44281215	192.4379987	7.42208182	167.0477239	0.00249683	0.27626206	5	9	1	2	0
13686	5.9082973	209.8475774	7.77251492	159.5161782	0.00147206	0.16838853	5	8	0	3	0
13687	4.41658883	280.7238625	6.75914639	183.4317241	0.00017518	0.0086108	6	11	1	1	0
13688	5.8899288	210.5020141	6.9367238	178.7359439	0.00047006	0.02392519	5	10	2	1	0
13689	5.96107079	207.9897924	7.05743976	175.6787048	0.00106236	0.03292047	5	9	1	2	0
13690	4.41331421	280.9321557	7.3252678	169.2555015	0.00020156	0.00565443	6	10	0	2	0
13691	5.91310202	209.677065	7.08679213	174.9510713	0.00094153	0.01359234	5	9	1	2	0
13692	6.42769568	192.8905688	7.34112741	168.8898456	0.00212862	0.30410731	5	9	1	2	0
13693	5.95852435	208.0786791	7.44984778	166.4251288	0.00105427	0.00589349	5	8	0	3	0
13694	4.39356365	282.1950416	6.51945083	190.175815	0.00006303	0.00620764	5	8	0	3	0
13695	6.13789771	201.9978069	7.03851478	176.1510651	0.00085907	0.31354831	6	11	1	1	0
13696	6.14229752	201.8531132	6.85901652	180.7608819	0.00097205	0.16217672	5	9	1	2	0
13697	6.80504846	182.1944228	7.04822653	175.9083467	0.02164435	0.11128581	7	10	0	1	0
13698	6.72219578	184.4400128	6.85302104	180.9190237	0.00455614	0.00933537	6	9	1	1	0
13699	6.79256551	182.5292482	6.89078282	179.9275798	0.01554821	0.10870798	6	8	0	2	0
13700	6.76244006	183.3423831	7.21774447	171.7769147	0.00593804	0.02938997	8	12	0	0	0
13701	6.819929	181.796889	7.16696367	172.9940226	0.00685491	0.01768646	7	10	0	1	0
13702	6.41018216	193.4175729	6.83527949	181.3886144	0.02705891	0.10643034	7	11	1	0	0
13703	6.64368196	186.6196912	7.12645789	173.9772961	0.00168817	0.00351968	7	11	1	0	0
13704	6.82693484	181.6103279	7.1489364	173.4302567	0.01885529	0.07479466	7	10	0	1	0
13705	6.43635761	192.6309803	6.6473408	186.5169716	0.13992865	0.04944455	6	9	1	1	0
13706	6.77003693	183.1366488	7.04881565	175.8936446	0.02138884	0.04043876	6	8	0	2	0
13707	6.15991063	201.2759519	6.61682269	187.3772253	0.00108086	0.50240928	6	11	1	1	0
13708	6.18105795	200.5873241	6.46637421	191.7367963	0.01780364	0.40536953	5	9	1	2	0
13709	7.22788778	171.5358501	8.0502471	154.0128968	0.00046339	0.00941478	7	14	0	1	0
13710	7.36973202	168.2343228	7.80993983	158.7517833	0.01755818	0.01257476	6	12	0	2	0
13711	6.79306484	182.5158313	7.2264083	171.5709691	0.02518933	0.00066598	6	13	1	1	0
13712	7.25222102	170.9602992	7.88365656	157.2673628	0.00042305	0.05302356	6	12	0	2	0
13713	8.00512545	154.881005	8.25765607	150.1445282	0.00964291	0.00169535	8	16	0	0	0
13714	7.24881225	171.0406937	7.9771682	155.42381	0.00607336	0.01314206	7	14	0	1	0
13715	6.88137285	180.1736227	7.41449801	167.2185863	0.01899742	0.03014003	7	15	1	0	0
13716	7.85930237	157.7546985	8.18075562	151.5559117	0.05556181	0.01792848	7	14	0	1	0
13717	6.78936626	182.6152585	7.26174011	170.7361951	0.02462196	0.00761654	7	15	1	0	0
13718	7.3345643	169.0409716	7.72320599	160.5346118	0.01796982	0.00625445	7	14	0	1	0
13719	6.8025031	182.2625961	7.34456748	168.8107407	0.00357748	0.00980262	6	12	0	2	0
13720	7.28891748	170.0995902	8.22029865	150.826865	0.04192826	0.01206854	7	14	0	1	0
13721	7.29026253	170.0682067	7.34559362	168.7871587	0.0201833	0.02431073	6	12	0	2	0
13722	7.00743394	176.9323672	7.34277751	168.851892	0.02265168	0.03711498	6	13	1	1	0
13723	7.02472433	176.4968727	7.423336	167.0195012	0.0069346	0.04254184	6	13	1	1	0
13724	7.44250778	166.5892616	7.93996698	156.1520191	0.04596831	0.05093068	6	12	0	2	0
13725	6.88403739	180.1038846	7.25298729	170.9422374	0.02013366	0.0004137	6	13	1	1	0
13726	7.39650584	167.6253493	8.10825333	152.9110925	0.0387528	0.01014754	7	14	0	1	0
13727	7.29484602	169.9613497	7.38423814	167.9038315	0.0059789	0.04061847	6	12	0	2	0
13728	7.00761027	176.9279152	7.42419261	167.0002302	0.01988815	0.02622189	6	13	1	1	0
13729	7.48446501	165.6553773	7.91161272	156.7116491	0.03701184	0.05743886	6	12	0	2	0
13730	6.98394018	177.5275624	7.36503887	168.341525	0.02083055	0.00986578	6	13	1	1	0
13731	7.22622054	171.5754271	7.25994034	170.7785211	0.00049266	0.00594771	6	12	0	2	0
13732	7.2385707	171.2826919	7.70093647	160.9988448	0.00762599	0.00292824	5	10	0	3	0
13733	4.55521886	272.1805284	6.7289491	184.2549047	0.00056615	0.06763947	7	8	0	1	0
13734	4.55324032	272.2988002	7.27408645	170.4464036	0.00024816	0.02066754	6	7	1	1	0
13735	4.4664643	277.5891155	6.68385031	185.4981511	0.00060975	0.02805508	6	7	1	1	0
13736	4.44395613	278.9950751	6.87355801	180.3784696	0.00046176	0.01265199	5	6	2	1	0
13737	4.38318631	282.8631473	6.39679008	193.8225048	0.00042173	0.03100792	6	6	0	2	0
13738	4.35604459	284.6256162	6.5581446	189.0537568	0.00031786	0.01140072	5	5	1	2	0
13739	5.35307867	231.6128626	6.75120556	183.647478	0.00277391	0.13312833	6	7	1	1	0
13740	5.35230369	231.6463987	6.93840682	178.6925885	0.00314063	0.10017543	5	6	2	1	0
13741	5.73166603	216.314396	6.95195891	178.3442468	0.00097039	0.00507496	6	7	1	1	0
13742	5.75107618	215.5843247	7.18626797	172.5293129	0.00056898	0.01093496	5	6	2	1	0
13743	5.66356791	218.9153366	6.80366258	182.231535	0.00243898	0.00718276	5	6	2	1	0
13744	5.62604015	220.3755826	6.99468486	177.2548585	0.00178461	0.00541665	4	5	3	1	0
13745	5.60932365	221.0323299	6.80741775	182.1310107	0.00075253	0.02656689	5	5	1	2	0
13746	5.56688287	222.7174353	7.07865919	175.1520792	0.00057945	0.03439384	4	4	2	2	0
13747	6.34635922	195.3627005	6.84976547	181.0050112	0.002532	0.00288258	5	6	2	1	0
13748	6.36327545	194.8433453	7.30673195	169.6848719	0.00263607	0.03082964	4	5	3	1	0
13749	4.29625029	288.5869748	4.54246924	272.9444738	0.00008767	0.00017873	6	8	0	2	0
13750	4.51271304	274.7442311	5.36329138	231.1718286	0.00054654	0.00555245	5	7	1	2	0
13751	4.24012981	292.4065846	4.44383668	279.0025749	0.00035006	0.00107039	5	7	1	2	0
13752	4.14662224	299.0004402	4.34968991	285.0414397	0.00034012	0.00029069	5	6	0	3	0
13753	4.24931528	291.7745079	5.28049149	234.7966809	0.00020963	0.00191419	5	7	1	2	0
13754	4.36305533	284.1682678	5.74514002	215.8070771	0.00009226	0.00064818	5	7	1	2	0
13755	5.39352513	229.8759801	5.74134839	215.9495979	0.00562872	0.000736	4	6	2	2	0
13756	4.34195889	285.548967	5.56692614	222.7157043	0.00027448	0.00458464	4	6	2	2	0
13757	4.22542097	293.4244624	5.44618569	227.6532506	0.00044166	0.00158102	4	5	1	3	0
13758	4.23897632	292.4861529	5.90772287	209.8679818	0.00021918	0.01020554	4	6	2	2	0
13760	6.85447358	180.8806848	7.30658964	169.688177	0.00080838	0.03952105	8	12	0	0	0
13761	7.75018962	159.9756828	8.24078121	150.4519832	0.00204022	0.06415887	7	11	1	0	0
13762	6.68485169	185.4703638	7.17458966	172.8101444	0.00380553	0.0119269	7	11	1	0	0
13763	6.98444685	177.5146839	7.65493943	161.9662554	0.00691628	0.07854161	6	10	2	0	0
13764	6.84599098	181.1048071	7.14414176	173.5466509	0.02125773	0.02023262	7	10	0	1	0
13765	7.15948626	173.1746987	7.75707736	159.8336355	0.01708425	0.01354662	6	9	1	1	0
13766	6.38699289	194.1198145	6.58881945	188.1735999	0.03504094	0.08262831	7	11	1	0	0
13767	6.61666541	187.3816793	6.83490642	181.3985151	0.06641503	0.02114656	6	10	2	0	0
13768	6.8641309	180.6261992	7.34804237	168.73091	0.00086941	0.02832892	7	10	0	1	0
13769	7.39680544	167.6185598	7.78339485	159.2932003	0.01364125	0.00167275	6	9	1	1	0
13770	6.719276	184.520159	7.18024283	172.6740871	0.0032017	0.01118407	6	9	1	1	0
13771	7.08924116	174.8906333	7.46268148	166.1389245	0.00781588	0.00735216	5	8	2	1	0
13772	6.78722663	182.6728268	7.17797122	172.7287331	0.01761041	0.01333493	6	8	0	2	0
13773	7.14274962	173.5804755	7.63280025	162.4360438	0.01200185	0.01687835	5	7	1	2	0
13774	5.98647833	207.1070515	6.60209534	187.7952091	0.01195101	0.04440718	6	10	2	0	0
13775	4.48515036	276.4326223	7.2645554	170.6700284	0.00005682	0.17141288	7	12	0	1	0
13776	5.38385121	230.2890304	6.77431946	183.0208751	0.00714438	0.21899677	6	11	1	1	0
13777	4.37154746	283.6162451	6.4563841	192.0334752	0.0002611	0.05770105	6	11	1	1	0
13778	4.18561779	296.2147856	5.9256734	209.2322326	0.00038004	0.01627829	6	10	0	2	0
13779	4.33643906	285.9124407	5.75385419	215.4802387	0.00236384	0.1047798	6	11	1	1	0
13780	4.42354923	280.282147	7.21589083	171.8210412	0.00016531	0.20570324	6	10	0	2	0
13781	5.46118134	227.0281462	6.98409338	177.5236682	0.00604477	0.21723359	5	9	1	2	0
13782	4.44811839	278.73401	6.74453687	183.8290604	0.00029027	0.06496901	5	9	1	2	0
13783	4.39742793	281.9470595	6.43097492	192.7922112	0.00052484	0.00870413	5	8	0	3	0
13784	4.56275777	271.7308123	7.19917515	172.2199905	0.00010168	0.06197017	6	10	0	2	0
13785	4.42655636	280.0917406	6.36533562	194.7802832	0.0006239	0.05435977	5	9	1	2	0
13786	4.44164398	279.1403093	6.69816513	185.1017182	0.00053752	0.00838548	5	8	0	3	0
13787	5.36345301	231.1648619	6.72852732	184.2664547	0.00639964	0.1841808	5	9	1	2	0
13788	4.5675946	271.4430648	7.14613036	173.4983568	0.00024775	0.10626388	7	12	0	1	0
13789	5.81161389	213.3386522	7.07841103	175.15822	0.00050633	0.01486934	6	11	1	1	0
13790	5.36911706	230.9209989	6.76519983	183.2675909	0.00549686	0.18283814	6	11	1	1	0
13791	6.32931156	195.8888994	7.19095078	172.4169604	0.00670868	0.06595786	5	10	2	1	0
13792	4.43363649	279.6444585	6.36643224	194.7467323	0.00105234	0.06034009	6	11	1	1	0
13793	5.65744481	219.1522707	6.83416817	181.4181103	0.00141416	0.00603896	5	10	2	1	0
13794	4.43654702	279.461002	6.59676844	187.946854	0.00056243	0.01960355	6	10	0	2	0
13795	5.66809997	218.7402979	7.29319157	169.9999053	0.00100785	0.05409938	5	9	1	2	0
13796	4.27375818	290.1057624	5.63622564	219.9773314	0.00619327	0.08017203	6	11	1	1	0
13797	5.44173391	227.8394895	6.55470155	189.1530631	0.01198074	0.06742503	5	10	2	1	0
